	Nodes	Loss	Algo1_012_Sym_Diff	Algo1_012_Duration_(sek)	Algo1_120_Sym_Diff	Algo1_120_Duration_(sek)	Algo1_210_Sym_Diff	Algo1_210_Duration_(sek)	Algo2_Sym_Diff	Algo2_Duration_(sek)
0	10	20	0,0	8e-05	0,0	0,00037	0,0	0,00038	0,0	0,02982
1	10	60	0,067	0,00262	0,067	0,0008	0,067	0,00106	0,178	0,14896
2	10	40	0,089	0,00279	0,089	0,00078	0,089	0,00099	0,2	0,09705
3	10	40	0,0	0,00011	0,0	0,0005	0,0	0,00052	0,0	0,05305
4	10	50	0,044	0,00336	0,067	0,00109	0,067	0,00194	0,178	0,15282
5	10	10	0,0	0,00017	0,0	0,00074	0,0	0,00062	0,0	0,03132
6	10	70	0,133	0,00136	0,133	0,00012	0,133	0,00075	0,467	0,17428
7	10	30	0,0	0,00383	0,022	0,00185	0,022	0,0026	0,044	0,10718
8	10	30	0,0	0,0001	0,0	0,00054	0,0	0,00057	0,0	0,05573
9	10	10	0,022	0,00309	0,044	0,00083	0,044	0,00149	0,067	0,0631
10	10	20	0,067	0,00162	0,067	0,00083	0,067	0,00079	0,022	0,03958
11	10	50	0,0	0,00011	0,0	0,00046	0,0	0,00054	0,0	0,07328
12	10	60	0,0	0,00012	0,0	0,00048	0,0	0,0004	0,0	0,08122
13	10	80	0,044	0,00081	0,044	0,00092	0,044	0,00113	0,378	0,21533
14	10	10	0,0	0,00011	0,0	0,00065	0,0	0,00065	0,0	0,03034
15	10	70	0,0	0,0001	0,0	0,0004	0,0	0,00039	0,0	0,08854
16	10	20	0,0	0,00011	0,0	0,00063	0,0	0,00061	0,0	0,04228
17	10	80	0,0	0,00012	0,378	0,00041	0,378	0,00202	0,378	0,10721
18	10	30	0,0	0,00011	0,0	0,00055	0,0	0,00055	0,0	0,05656
19	10	40	0,0	0,00012	0,0	0,00047	0,0	0,00053	0,0	0,06244
20	10	50	0,0	0,0001	0,0	0,00048	0,0	0,00046	0,0	0,07286
21	10	70	0,0	0,00011	0,0	0,00021	0,0	0,0002	0,0	0,05321
22	10	60	0,0	0,00011	0,0	0,00044	0,0	0,00042	0,0	0,08053
23	10	90	0,133	0,00018	0,133	0,00012	0,556	0,00533	0,622	0,34261
24	10	90	0,0	0,00011	0,889	0,00049	0,889	0,00405	0,889	0,21109
25	10	80	0,0	0,00011	0,356	0,00054	0,356	0,00126	0,356	0,1515
26	10	20	0,0	0,00229	0,0	0,0019	0,0	0,00187	0,0	0,11617
27	10	10	0,0	0,00346	0,0	0,00352	0,0	0,00345	0,0	0,17398
28	10	90	0,0	0,0001	0,889	0,0005	0,889	0,00453	0,889	0,20064
29	10	30	0,022	0,00309	0,022	0,00299	0,022	0,00286	0,022	0,24622
30	10	40	0,0	0,00294	0,0	0,00304	0,0	0,00287	0,0	0,23782
31	10	50	0,089	0,00218	0,089	0,00237	0,0	0,00294	0,0	0,23622
32	10	90	0,667	0,0008	0,667	0,00064	0,733	0,00377	0,578	0,18433
33	10	10	0,022	0,00185	0,022	0,00206	0,0	0,00211	0,0	0,11112
34	10	70	0,244	0,00223	0,378	0,00233	0,356	0,00341	0,311	0,27028
35	10	60	0,133	0,00341	0,133	0,00272	0,178	0,00346	0,178	0,30743
36	10	20	0,022	0,00195	0,022	0,00189	0,0	0,00219	0,022	0,12429
37	10	30	0,044	0,00152	0,044	0,00151	0,0	0,00194	0,0	0,13124
38	10	80	0,556	0,00198	0,533	0,00201	0,556	0,00489	0,533	0,28882
39	10	40	0,022	0,00104	0,022	0,00138	0,0	0,00112	0,022	0,11337
40	10	20	0,022	0,00156	0,022	0,00133	0,022	0,00156	0,022	0,05905
41	10	10	0,0	0,00277	0,0	0,00252	0,0	0,00299	0,0	0,08818
42	10	50	0,022	0,0015	0,022	0,00168	0,0	0,00164	0,022	0,20424
43	10	60	0,044	0,00114	0,044	0,00135	0,0	0,00175	0,022	0,20871
44	10	30	0,022	0,00163	0,022	0,00143	0,067	0,00201	0,044	0,05889
45	10	70	0,178	0,00135	0,178	0,00125	0,133	0,00134	0,156	0,23129
46	10	40	0,044	0,00206	0,044	0,00213	0,0	0,00268	0,0	0,1151
47	10	80	0,6	0,00149	0,4	0,00126	0,644	0,0041	0,622	0,271
48	10	90	0,578	0,00068	0,578	0,00067	0,756	0,00571	0,6	0,27289
49	10	50	0,067	0,00192	0,067	0,00184	0,022	0,00238	0,022	0,13201
50	10	60	0,133	0,00353	0,133	0,00334	0,156	0,0048	0,156	0,18703
51	10	80	0,6	0,00162	0,578	0,00146	0,556	0,00413	0,444	0,18535
52	10	10	0,0	0,00518	0,0	0,00483	0,0	0,00478	0,0	0,16673
53	10	70	0,333	0,00338	0,311	0,0037	0,444	0,00377	0,422	0,26146
54	10	90	0,6	0,00064	0,6	0,00077	0,356	0,00483	0,356	0,22768
55	10	20	0,111	0,00637	0,089	0,00608	0,067	0,00597	0,044	0,20267
56	10	30	0,089	0,00717	0,089	0,00579	0,089	0,00364	0,156	0,21563
57	10	10	0,0	0,00149	0,0	0,00149	0,0	0,00191	0,0	0,04607
58	10	60	0,222	0,00634	0,222	0,00557	0,067	0,00605	0,133	0,16
59	10	40	0,089	0,00587	0,089	0,00518	0,067	0,00517	0,089	0,24302
60	10	20	0,044	0,0015	0,044	0,0012	0,044	0,00159	0,022	0,05314
61	10	50	0,156	0,00521	0,156	0,00446	0,156	0,00528	0,067	0,2406
62	10	30	0,067	0,00078	0,067	0,00075	0,067	0,00083	0,111	0,04396
63	10	70	0,356	0,00552	0,356	0,00337	0,133	0,00354	0,111	0,21361
64	10	40	0,067	0,00082	0,067	0,00074	0,067	0,00104	0,089	0,08725
65	10	80	0,467	0,00355	0,444	0,00377	0,267	0,00676	0,133	0,23567
66	10	50	0,067	0,00075	0,067	0,00073	0,067	0,00097	0,156	0,10352
67	10	70	0,111	0,00061	0,111	0,00043	0,111	0,00052	0,311	0,09544
68	10	60	0,111	0,00072	0,111	0,00069	0,111	0,00097	0,289	0,13755
69	10	90	0,778	0,00166	0,778	0,00136	0,4	0,00786	0,156	0,32164
70	10	10	0,0	0,00171	0,0	0,00208	0,0	0,00193	0,0	0,09093
71	10	30	0,0	0,00134	0,0	0,00097	0,0	0,001	0,0	0,06578
72	10	20	0,0	0,00165	0,0	0,00214	0,0	0,00189	0,0	0,08393
73	10	80	0,067	0,00075	0,067	0,00084	0,267	0,00225	0,444	0,19411
74	10	40	0,0	0,00144	0,0	0,00172	0,0	0,00169	0,0	0,09298
75	10	50	0,0	0,00134	0,0	0,00186	0,0	0,00158	0,0	0,09532
76	10	70	0,378	0,00182	0,422	0,00161	0,4	0,00336	0,311	0,09634
77	10	90	0,156	0,00016	0,156	0,00011	0,667	0,00408	0,556	0,24231
78	10	80	0,467	0,00101	0,467	0,00107	0,244	0,00278	0,089	0,1222
79	10	60	0,356	0,00237	0,311	0,00257	0,289	0,0031	0,289	0,13384
80	10	10	0,0	0,00268	0,044	0,00299	0,044	0,00304	0,044	0,09786
81	10	30	0,0	0,00143	0,0	0,00138	0,0	0,00154	0,0	0,07576
82	10	20	0,0	0,00219	0,0	0,00251	0,0	0,00246	0,0	0,10131
83	10	60	0,067	0,00128	0,067	0,00158	0,0	0,0019	0,0	0,11525
84	10	40	0,0	0,00227	0,044	0,00249	0,044	0,00285	0,044	0,12473
85	10	50	0,0	0,00221	0,044	0,00243	0,044	0,00272	0,044	0,13363
86	10	90	0,889	0,00058	0,889	0,00069	0,422	0,00523	0,378	0,24121
87	10	10	0,0	0,00012	0,0	0,00065	0,0	0,00063	0,0	0,03003
88	10	20	0,0	0,00011	0,0	0,00062	0,0	0,00063	0,0	0,04078
89	10	70	0,089	0,00181	0,089	0,00238	0,044	0,00258	0,044	0,13977
90	10	30	0,0	0,00011	0,0	0,00058	0,0	0,00056	0,0	0,0531
91	10	80	0,422	0,00284	0,467	0,00262	0,4	0,00354	0,311	0,13607
92	10	40	0,0	0,00011	0,0	0,00053	0,0	0,00051	0,0	0,06292
93	10	50	0,0	0,00011	0,0	0,00051	0,0	0,00046	0,0	0,07363
94	10	60	0,0	0,00011	0,0	0,00043	0,0	0,00042	0,0	0,08031
95	10	10	0,0	0,00039	0,0	0,00065	0,0	0,00109	0,0	0,04021
96	10	70	0,0	0,00012	0,0	0,00038	0,0	0,00038	0,0	0,08875
97	10	20	0,0	0,00039	0,0	0,00061	0,0	0,00114	0,0	0,05195
98	10	90	0,0	0,00013	0,889	0,00028	0,889	0,00232	0,889	0,1089
99	10	30	0,0	0,00034	0,0	0,00058	0,0	0,0009	0,0	0,0644
100	10	40	0,0	0,00032	0,0	0,00057	0,0	0,00086	0,0	0,07147
101	10	90	0,867	0,00149	0,867	0,00161	0,556	0,00725	0,378	0,25928
102	10	80	0,0	0,00011	0,2	0,00043	0,2	0,00108	0,2	0,17146
103	10	50	0,0	0,00032	0,0	0,00048	0,0	0,00074	0,022	0,11533
104	10	10	0,0	0,00202	0,0	0,00167	0,0	0,00211	0,0	0,07123
105	10	60	0,0	0,00028	0,0	0,00048	0,0	0,00072	0,022	0,12
106	10	70	0,289	0,00025	0,289	0,00027	0,511	0,00141	0,511	0,12004
107	10	20	0,0	0,00172	0,0	0,00156	0,0	0,00198	0,022	0,08784
108	10	80	0,267	0,00024	0,267	0,00049	0,267	0,00061	0,444	0,17292
109	10	30	0,044	0,00126	0,022	0,00145	0,044	0,00187	0,067	0,09602
110	10	60	0,111	0,00068	0,111	0,00059	0,111	0,00062	0,2	0,07443
111	10	40	0,022	0,00119	0,022	0,00108	0,022	0,00161	0,022	0,09967
112	10	50	0,2	0,00175	0,178	0,00166	0,2	0,00239	0,156	0,13842
113	10	90	0,578	0,00023	0,578	0,00035	0,911	0,00449	0,867	0,23235
114	10	10	0,0	0,00257	0,0	0,00227	0,0	0,00229	0,0	0,09833
115	10	70	0,178	0,00148	0,178	0,0015	0,178	0,00246	0,311	0,22072
116	10	20	0,0	0,00393	0,0	0,00383	0,0	0,00394	0,0	0,174
117	10	80	0,178	0,00164	0,178	0,00146	0,467	0,00406	0,422	0,22188
118	10	50	0,111	0,00216	0,111	0,00179	0,067	0,00184	0,067	0,14194
119	10	30	0,0	0,00357	0,0	0,00366	0,0	0,00354	0,0	0,22029
120	10	90	0,311	0,0006	0,311	0,0005	0,733	0,0055	0,578	0,30363
121	10	40	0,0	0,00349	0,0	0,00342	0,0	0,00365	0,0	0,23054
122	10	10	0,0	0,00093	0,0	0,0011	0,0	0,00148	0,022	0,03841
123	10	20	0,0	0,00082	0,0	0,00101	0,0	0,00136	0,0	0,05296
124	10	30	0,0	0,00085	0,0	0,00094	0,0	0,00127	0,0	0,06905
125	10	40	0,0	0,00081	0,0	0,00087	0,0	0,00135	0,0	0,08114
126	10	60	0,2	0,00277	0,2	0,00238	0,178	0,00256	0,111	0,23748
127	10	50	0,022	0,0003	0,022	0,00043	0,022	0,00073	0,0	0,07672
128	10	90	0,578	0,00104	0,578	0,00068	0,733	0,00557	0,556	0,18122
129	10	60	0,133	0,00072	0,133	0,0008	0,133	0,00102	0,133	0,12797
130	10	10	0,0	0,00181	0,0	0,00178	0,0	0,00161	0,0	0,07166
131	10	80	0,4	0,00218	0,4	0,00221	0,378	0,00458	0,222	0,29828
132	10	70	0,267	0,00316	0,267	0,00298	0,4	0,00579	0,222	0,33536
133	10	70	0,267	0,00026	0,267	0,00034	0,467	0,00225	0,444	0,15412
134	10	80	0,356	0,00025	0,356	0,00044	0,422	0,00137	0,489	0,15159
135	10	30	0,0	0,00176	0,0	0,00171	0,0	0,00152	0,0	0,09229
136	10	90	0,4	0,00021	0,4	0,0004	0,822	0,00449	0,733	0,19985
137	10	20	0,0	0,00287	0,0	0,00307	0,0	0,00287	0,0	0,14577
138	10	10	0,0	0,00179	0,0	0,00199	0,0	0,0021	0,0	0,09407
139	10	60	0,156	0,00326	0,156	0,00335	0,156	0,00372	0,133	0,19053
140	10	40	0,022	0,00434	0,044	0,00425	0,044	0,00437	0,044	0,2413
141	10	70	0,178	0,00364	0,178	0,00364	0,178	0,00391	0,133	0,22594
142	10	80	0,556	0,00239	0,556	0,00203	0,4	0,00346	0,244	0,20354
143	10	50	0,178	0,00484	0,178	0,005	0,178	0,00448	0,133	0,2771
144	10	20	0,0	0,00212	0,0	0,00187	0,0	0,0027	0,0	0,10417
145	10	90	0,867	0,00118	0,867	0,00115	0,667	0,00574	0,311	0,23512
146	10	30	0,0	0,00198	0,0	0,00172	0,0	0,00202	0,0	0,1199
147	10	40	0,022	0,00144	0,022	0,00126	0,022	0,00162	0,022	0,12652
148	10	50	0,022	0,00077	0,022	0,00066	0,022	0,00094	0,067	0,0963
149	10	10	0,022	0,00249	0,022	0,00205	0,022	0,00267	0,022	0,06806
150	10	30	0,044	0,00169	0,044	0,00134	0,044	0,00171	0,089	0,0552
151	10	60	0,0	0,00195	0,0	0,00151	0,0	0,00182	0,0	0,15985
152	10	20	0,044	0,00169	0,044	0,0017	0,044	0,00193	0,067	0,07913
153	10	70	0,244	0,00091	0,244	0,001	0,267	0,00148	0,333	0,23597
154	10	50	0,111	0,0014	0,111	0,00097	0,111	0,00125	0,244	0,12278
155	10	40	0,0	0,0017	0,0	0,00181	0,0	0,00204	0,022	0,12741
156	10	60	0,156	0,00155	0,156	0,00197	0,156	0,00181	0,2	0,12012
157	10	10	0,0	0,00014	0,0	0,00082	0,0	0,0008	0,0	0,0383
158	10	20	0,0	0,00014	0,0	0,00045	0,0	0,00042	0,0	0,02848
159	10	70	0,244	0,00027	0,244	0,00028	0,244	0,00052	0,444	0,19144
160	10	40	0,0	0,00014	0,0	0,00043	0,0	0,00037	0,0	0,04493
161	10	30	0,0	0,00015	0,0	0,00072	0,0	0,00071	0,0	0,07012
162	10	80	0,244	0,00161	0,244	0,00124	0,467	0,0035	0,578	0,35155
163	10	90	0,422	0,0002	0,422	0,00026	0,622	0,00423	0,756	0,35579
164	10	60	0,0	0,00013	0,0	0,00037	0,0	0,00031	0,0	0,07009
165	10	50	0,0	0,00015	0,0	0,00063	0,0	0,00061	0,0	0,10053
166	10	70	0,0	0,00015	0,0	0,00052	0,0	0,0005	0,0	0,1189
167	10	80	0,222	0,00125	0,222	0,00136	0,289	0,00362	0,556	0,27265
168	10	10	0,0	0,00237	0,0	0,00221	0,0	0,00245	0,0	0,10671
169	10	80	0,0	0,00015	0,6	0,00069	0,6	0,00261	0,6	0,23547
170	10	90	0,267	0,00021	0,267	0,00014	0,689	0,00507	0,667	0,36506
171	10	20	0,0	0,00362	0,0	0,00351	0,0	0,00405	0,0	0,21904
172	10	50	0,022	0,00195	0,022	0,00185	0,022	0,0021	0,0	0,15812
173	10	30	0,0	0,00352	0,0	0,00345	0,0	0,00388	0,0	0,19733
174	10	90	0,0	0,00015	0,844	0,00054	0,844	0,00576	0,844	0,33927
175	10	40	0,044	0,00298	0,044	0,00302	0,044	0,00343	0,067	0,27445
176	10	10	0,044	0,00305	0,044	0,00327	0,044	0,00462	0,0	0,07316
177	10	20	0,0	0,00439	0,022	0,0043	0,022	0,00507	0,022	0,10761
178	10	30	0,0	0,00383	0,0	0,00408	0,0	0,00414	0,0	0,12661
179	10	90	0,578	0,00179	0,578	0,0013	0,822	0,00608	0,644	0,2234
180	10	60	0,044	0,00261	0,044	0,0026	0,044	0,00305	0,067	0,32213
181	10	70	0,2	0,00281	0,2	0,0025	0,4	0,0054	0,333	0,3177
182	10	40	0,111	0,00505	0,111	0,00497	0,111	0,00525	0,089	0,18218
183	10	10	0,0	0,00016	0,0	0,00088	0,0	0,00088	0,0	0,04065
184	10	50	0,0	0,00544	0,022	0,00413	0,022	0,00464	0,022	0,16959
185	10	80	0,289	0,00206	0,289	0,00181	0,244	0,00308	0,244	0,39317
186	10	20	0,0	0,00015	0,0	0,00081	0,0	0,00082	0,0	0,0553
187	10	60	0,178	0,00257	0,178	0,00271	0,156	0,00393	0,111	0,17167
188	10	70	0,311	0,00188	0,311	0,00125	0,4	0,00292	0,4	0,18024
189	10	30	0,0	0,00015	0,0	0,00075	0,0	0,00074	0,0	0,07263
190	10	40	0,0	0,00015	0,0	0,00069	0,0	0,0007	0,0	0,08559
191	10	50	0,0	0,00015	0,0	0,00063	0,0	0,00062	0,0	0,0983
192	10	60	0,0	0,00015	0,0	0,00058	0,0	0,00057	0,0	0,1082
193	10	80	0,267	0,00348	0,267	0,00275	0,356	0,00593	0,289	0,28164
194	10	70	0,0	0,00014	0,2	0,00038	0,2	0,0009	0,2	0,1302
195	10	80	0,0	0,00014	0,511	0,00069	0,511	0,00307	0,511	0,21235
196	10	90	0,4	0,00099	0,4	0,00099	0,689	0,00839	0,622	0,38186
197	10	10	0,0	0,00413	0,0	0,0045	0,0	0,00388	0,0	0,19957
198	10	90	0,0	0,00015	0,844	0,00054	0,844	0,00536	0,844	0,25926
199	10	40	0,0	0,00222	0,0	0,00212	0,0	0,00211	0,0	0,19135
200	10	20	0,0	0,00395	0,0	0,00431	0,0	0,00371	0,0	0,22392
201	10	30	0,0	0,00422	0,0	0,00396	0,0	0,00362	0,0	0,2335
202	10	10	0,0	0,00017	0,0	0,00088	0,0	0,00087	0,0	0,04058
203	10	20	0,0	0,00015	0,0	0,00082	0,0	0,00082	0,0	0,05557
204	10	30	0,0	0,00015	0,0	0,00075	0,0	0,00075	0,0	0,07255
205	10	40	0,0	0,00015	0,0	0,0007	0,0	0,00069	0,0	0,08622
206	10	50	0,0	0,00015	0,0	0,00062	0,0	0,00062	0,0	0,10124
207	10	90	0,844	0,00134	0,889	0,00124	0,756	0,0059	0,467	0,241
208	10	50	0,2	0,00353	0,2	0,00341	0,044	0,00489	0,022	0,35971
209	10	60	0,0	0,00018	0,0	0,0006	0,0	0,00059	0,0	0,11303
210	10	80	0,0	0,00017	0,0	0,00041	0,0	0,00027	0,0	0,07644
211	10	80	0,667	0,00129	0,667	0,00142	0,489	0,00612	0,267	0,37323
212	10	60	0,044	0,00465	0,044	0,00478	0,044	0,00445	0,022	0,4955
213	10	70	0,044	0,00468	0,044	0,00477	0,044	0,00446	0,022	0,4698
214	10	70	0,0	0,00015	0,2	0,00068	0,2	0,00166	0,2	0,20766
215	10	10	0,0	0,00621	0,0	0,00638	0,0	0,00609	0,0	0,19296
216	10	20	0,022	0,00479	0,022	0,00435	0,022	0,00441	0,022	0,19477
217	10	90	0,0	0,00017	0,889	0,00069	0,889	0,00587	0,889	0,34574
218	10	30	0,022	0,00498	0,022	0,00497	0,022	0,0054	0,0	0,25556
219	10	40	0,089	0,00501	0,089	0,00499	0,178	0,00651	0,044	0,25307
220	10	50	0,267	0,00548	0,267	0,00506	0,178	0,00625	0,067	0,32055
221	10	60	0,2	0,00597	0,2	0,00567	0,111	0,00764	0,044	0,36822
222	10	80	0,467	0,0038	0,467	0,00328	0,333	0,00656	0,311	0,31246
223	10	10	0,0	0,00585	0,0	0,00593	0,0	0,00536	0,0	0,30005
224	10	20	0,022	0,006	0,022	0,00583	0,022	0,00525	0,0	0,3004
225	10	70	0,222	0,00634	0,222	0,00647	0,156	0,00828	0,156	0,46501
226	10	90	0,667	0,00141	0,667	0,00171	0,533	0,00911	0,378	0,40086
227	10	30	0,0	0,00531	0,0	0,00551	0,0	0,00528	0,0	0,32928
228	10	50	0,0	0,00326	0,0	0,003	0,0	0,00273	0,0	0,27025
229	10	10	0,0	0,00017	0,0	0,00089	0,0	0,00087	0,0	0,0408
230	10	20	0,0	0,00014	0,0	0,00057	0,0	0,00045	0,0	0,03036
231	10	40	0,0	0,00016	0,0	0,00056	0,0	0,00038	0,0	0,04888
232	10	30	0,0	0,00015	0,0	0,00075	0,0	0,00075	0,0	0,07363
233	10	50	0,0	0,00015	0,0	0,00052	0,0	0,00035	0,0	0,05568
234	10	40	0,0	0,00504	0,0	0,00505	0,0	0,00466	0,0	0,44812
235	10	70	0,0	0,00014	0,0	0,00031	0,0	0,00029	0,0	0,066
236	10	60	0,0	0,00016	0,0	0,00058	0,0	0,00057	0,0	0,10891
237	10	60	0,0	0,00478	0,0	0,00484	0,0	0,00445	0,0	0,43598
238	10	90	0,844	0,00093	0,844	0,00098	0,667	0,0072	0,333	0,4252
239	10	80	0,0	0,00015	0,511	0,00068	0,511	0,0029	0,511	0,19769
240	10	70	0,067	0,00438	0,067	0,00444	0,067	0,00415	0,0	0,48952
241	10	90	0,0	0,00014	0,889	0,00049	0,889	0,00327	0,889	0,15331
242	10	80	0,178	0,00595	0,178	0,00469	0,178	0,0057	0,133	0,50791
243	10	10	0,0	0,0041	0,0	0,00424	0,0	0,00385	0,0	0,20547
244	10	20	0,0	0,00401	0,0	0,00414	0,0	0,00371	0,0	0,20209
245	10	30	0,0	0,00451	0,022	0,00473	0,022	0,00477	0,022	0,14451
246	10	10	0,0	0,00053	0,0	0,00058	0,0	0,00091	0,0	0,02906
247	10	20	0,0	0,00053	0,0	0,00055	0,0	0,00084	0,0	0,06225
248	10	60	0,311	0,00368	0,311	0,00364	0,311	0,00333	0,311	0,23014
249	10	40	0,0	0,00414	0,022	0,00417	0,022	0,00438	0,022	0,24568
250	10	50	0,0	0,00364	0,022	0,00386	0,022	0,00398	0,022	0,28386
251	10	40	0,0	0,0003	0,0	0,00048	0,0	0,00071	0,0	0,05513
252	10	30	0,0	0,00052	0,0	0,00091	0,0	0,00141	0,0	0,08186
253	10	50	0,0	0,00045	0,0	0,00081	0,0	0,00121	0,067	0,1289
254	10	70	0,289	0,00592	0,289	0,00523	0,156	0,00517	0,156	0,34831
255	10	70	0,311	0,00038	0,311	0,00049	0,4	0,00132	0,422	0,10853
256	10	80	0,311	0,00375	0,311	0,00371	0,289	0,0052	0,156	0,33549
257	10	90	0,844	0,00085	0,844	0,0009	0,6	0,00652	0,356	0,30281
258	10	60	0,311	0,00043	0,311	0,00064	0,311	0,00098	0,4	0,13867
259	10	10	0,0	0,00015	0,0	0,00087	0,0	0,00089	0,0	0,04146
260	10	20	0,0	0,00015	0,0	0,00048	0,0	0,00044	0,0	0,05503
261	10	30	0,0	0,00015	0,0	0,00075	0,0	0,00076	0,0	0,07595
262	10	40	0,0	0,00015	0,0	0,00069	0,0	0,0007	0,0	0,08801
263	10	50	0,0	0,00014	0,0	0,00065	0,0	0,00065	0,0	0,10283
264	10	80	0,378	0,00031	0,378	0,00034	0,533	0,00207	0,578	0,24675
265	10	60	0,0	0,00016	0,0	0,00063	0,0	0,0006	0,0	0,11244
266	10	10	0,0	0,00016	0,0	0,00088	0,0	0,00098	0,0	0,04117
267	10	20	0,0	0,00016	0,0	0,00083	0,0	0,00082	0,0	0,05619
268	10	70	0,0	0,00016	0,2	0,00069	0,2	0,00173	0,2	0,14869
269	10	30	0,0	0,00019	0,0	0,00076	0,0	0,00074	0,0	0,07332
270	10	40	0,0	0,00015	0,0	0,00069	0,0	0,0007	0,0	0,08675
271	10	60	0,0	0,00015	0,0	0,00052	0,0	0,00086	0,0	0,06556
272	10	90	0,0	0,00016	0,778	0,00044	0,778	0,00578	0,778	0,19361
273	10	90	0,378	0,00028	0,378	0,00034	0,733	0,00593	0,756	0,32992
274	10	50	0,0	0,00015	0,0	0,00063	0,0	0,00065	0,0	0,10342
275	10	80	0,0	0,00015	0,2	0,00059	0,2	0,00155	0,2	0,2298
276	10	70	0,0	0,00019	0,356	0,0008	0,356	0,00179	0,356	0,18859
277	10	90	0,0	0,00014	0,778	0,00028	0,778	0,00351	0,778	0,13197
278	10	10	0,0	0,00465	0,0	0,00487	0,0	0,00464	0,0	0,15134
279	10	80	0,0	0,00015	0,2	0,00058	0,2	0,00148	0,2	0,22216
280	10	20	0,0	0,00459	0,0	0,00446	0,0	0,00451	0,0	0,16033
281	10	30	0,111	0,00567	0,111	0,00561	0,111	0,00578	0,044	0,20848
282	10	40	0,022	0,00382	0,022	0,00344	0,0	0,00529	0,0	0,20213
283	10	10	0,0	0,00018	0,0	0,00089	0,0	0,00088	0,0	0,04158
284	10	20	0,0	0,00016	0,0	0,00083	0,0	0,00083	0,0	0,0561
285	10	60	0,267	0,00331	0,267	0,00273	0,156	0,00526	0,133	0,18602
286	10	30	0,0	0,00015	0,0	0,00078	0,0	0,00078	0,0	0,0749
287	10	50	0,0	0,00015	0,0	0,00044	0,0	0,00042	0,0	0,05427
288	10	40	0,0	0,00015	0,0	0,00072	0,0	0,00092	0,0	0,08557
289	10	50	0,222	0,00626	0,222	0,006	0,2	0,0073	0,133	0,27372
290	10	70	0,0	0,00014	0,0	0,00039	0,0	0,00029	0,0	0,07224
291	10	60	0,0	0,00015	0,0	0,00058	0,0	0,00058	0,0	0,11128
292	10	90	0,622	0,00023	0,622	0,00016	0,578	0,0064	0,2	0,36074
293	10	80	0,378	0,00372	0,378	0,00354	0,311	0,00685	0,2	0,35705
294	10	70	0,378	0,00556	0,378	0,00539	0,333	0,00752	0,133	0,39939
295	10	80	0,0	0,00015	0,378	0,00055	0,378	0,00204	0,378	0,24364
296	10	10	0,0	0,00319	0,0	0,00282	0,0	0,00242	0,0	0,21079
297	10	90	0,0	0,00014	0,867	0,00054	0,867	0,00565	0,867	0,28855
298	10	20	0,0	0,00456	0,0	0,00458	0,0	0,00464	0,0	0,22168
299	10	30	0,0	0,0039	0,0	0,00385	0,0	0,00366	0,0	0,24543
300	10	40	0,0	0,00385	0,0	0,00364	0,0	0,00354	0,0	0,25564
301	10	70	0,311	0,00345	0,244	0,00316	0,333	0,00396	0,222	0,185
302	10	10	0,0	0,00222	0,0	0,00261	0,0	0,00281	0,0	0,05976
303	10	20	0,0	0,00215	0,0	0,00259	0,0	0,00276	0,0	0,08136
304	10	30	0,0	0,00142	0,0	0,00149	0,0	0,0015	0,0	0,0577
305	10	60	0,178	0,00435	0,178	0,00438	0,133	0,00446	0,067	0,32614
306	10	50	0,111	0,0069	0,111	0,00662	0,111	0,00658	0,111	0,36245
307	10	40	0,044	0,00113	0,044	0,00135	0,044	0,00175	0,0	0,09205
308	10	50	0,156	0,00108	0,156	0,00119	0,156	0,00157	0,111	0,10665
309	10	60	0,178	0,00093	0,178	0,00062	0,178	0,00078	0,156	0,09977
310	10	80	0,511	0,00381	0,578	0,00375	0,444	0,00825	0,267	0,30996
311	10	20	0,089	0,00114	0,089	0,00119	0,089	0,00147	0,022	0,03394
312	10	10	0,0	0,00178	0,0	0,00213	0,0	0,00263	0,0	0,06084
313	10	40	0,0	0,00114	0,022	0,00129	0,022	0,00227	0,022	0,05715
314	10	30	0,0	0,00158	0,0	0,00228	0,0	0,00239	0,0	0,09786
315	10	90	0,822	0,0029	0,8	0,00245	0,756	0,01209	0,356	0,42532
316	10	70	0,156	0,00098	0,156	0,00111	0,156	0,0014	0,267	0,2031
317	10	60	0,0	0,00115	0,0	0,00102	0,0	0,00137	0,0	0,07461
318	10	50	0,089	0,00155	0,111	0,00178	0,111	0,00249	0,111	0,13386
319	10	10	0,0	0,00053	0,0	0,00101	0,0	0,0016	0,0	0,04814
320	10	90	0,244	0,00028	0,244	0,00032	0,689	0,00613	0,689	0,28427
321	10	80	0,178	0,00165	0,178	0,002	0,444	0,00483	0,311	0,28822
322	10	70	0,333	0,00127	0,333	0,00112	0,333	0,00228	0,356	0,16762
323	10	20	0,0	0,00059	0,0	0,00103	0,0	0,00164	0,0	0,07092
324	10	30	0,067	0,00052	0,067	0,00085	0,067	0,00135	0,067	0,09399
325	10	40	0,0	0,00052	0,0	0,00092	0,0	0,00137	0,0	0,09463
326	10	50	0,244	0,00054	0,244	0,00095	0,244	0,00135	0,244	0,12203
327	10	80	0,356	0,00093	0,356	0,00093	0,511	0,00311	0,511	0,30436
328	10	60	0,067	0,00042	0,067	0,00077	0,067	0,00111	0,067	0,15178
329	10	80	0,4	0,00038	0,4	0,00061	0,6	0,00289	0,489	0,13483
