	Nodes	Option	Loss	Algo1_012_Sym_Diff	Algo1_012_Duration_(sek)	Algo1_120_Sym_Diff	Algo1_120_Duration_(sek)	Algo1_210_Sym_Diff	Algo1_210_Duration_(sek)	Algo2_Sym_Diff	Algo2_Duration_(sek)
22909	25	4	50	0,003	0,00327	0,0	0,00349	0,003	0,00351	0,007	3,55117
22910	25	4	60	0,017	0,00295	0,017	0,00309	0,017	0,00298	0,03	3,06059
22911	25	4	70	0,033	0,0024	0,033	0,00247	0,047	0,00311	0,027	3,00495
22912	25	4	80	0,093	0,00542	0,09	0,00519	0,093	0,00511	0,11	3,97886
22913	25	4	90	0,45	0,00405	0,45	0,00398	0,27	0,00917	0,367	4,72277
22914	25	4	10	0,003	0,00392	0,003	0,00455	0,003	0,00421	0,007	1,15833
22915	25	4	20	0,0	0,00361	0,0	0,00425	0,0	0,00407	0,003	1,32745
22916	25	4	30	0,0	0,00322	0,0	0,00385	0,0	0,00407	0,007	1,49791
22917	25	4	40	0,0	0,00342	0,0	0,00349	0,0	0,00331	0,01	1,69458
22918	25	4	50	0,003	0,00289	0,003	0,00347	0,02	0,00329	0,013	1,95795
22919	25	4	60	0,003	0,00264	0,003	0,0029	0,03	0,00354	0,027	2,25079
22920	25	4	70	0,003	0,00297	0,003	0,00252	0,017	0,00278	0,023	2,25113
22921	25	4	80	0,003	0,00139	0,003	0,00131	0,047	0,00226	0,04	1,98919
22922	25	4	90	0,357	0,00246	0,353	0,00235	0,32	0,00567	0,347	2,6313
22923	25	4	10	0,0	0,00405	0,0	0,00478	0,0	0,00481	0,0	1,1423
22924	25	4	20	0,0	0,00376	0,0	0,00429	0,0	0,00422	0,003	1,33853
22925	25	4	30	0,003	0,00319	0,003	0,00384	0,003	0,00347	0,017	1,48336
22926	25	4	40	0,003	0,00306	0,003	0,00352	0,003	0,00337	0,01	1,66682
22927	25	4	50	0,003	0,00283	0,003	0,0031	0,003	0,00295	0,013	1,77264
22928	25	4	60	0,01	0,00231	0,01	0,00268	0,01	0,00257	0,027	1,86196
22929	25	4	70	0,007	0,00247	0,007	0,00252	0,007	0,00253	0,033	2,40507
22930	25	4	80	0,067	0,00422	0,067	0,00398	0,127	0,00549	0,107	3,07597
22931	25	4	90	0,147	0,00224	0,147	0,00192	0,16	0,00492	0,14	3,62471
22932	25	4	10	0,0	0,00583	0,0	0,00575	0,0	0,00637	0,0	1,47614
22933	25	4	20	0,0	0,00553	0,0	0,00531	0,0	0,0055	0,01	1,78987
22934	25	4	30	0,017	0,00481	0,017	0,00478	0,017	0,00499	0,027	2,05694
22935	25	4	40	0,013	0,00269	0,013	0,00244	0,013	0,00259	0,03	1,29414
22936	25	4	50	0,02	0,00379	0,02	0,00371	0,02	0,00375	0,023	2,20201
22937	25	4	60	0,017	0,00339	0,017	0,00325	0,017	0,00345	0,04	2,35388
22938	25	4	70	0,043	0,00283	0,04	0,00252	0,043	0,00331	0,093	2,55528
22939	25	4	80	0,18	0,00551	0,173	0,00539	0,147	0,00589	0,163	3,73727
22940	25	4	90	0,387	0,0029	0,387	0,00296	0,25	0,00902	0,27	4,1023
22941	25	4	10	0,0	0,00646	0,0	0,00619	0,0	0,00634	0,003	2,22853
22942	25	4	20	0,0	0,00656	0,0	0,00571	0,0	0,00585	0,003	2,56979
22943	25	4	30	0,007	0,00476	0,007	0,00464	0,007	0,00486	0,013	2,38557
22944	25	4	40	0,027	0,00539	0,027	0,00489	0,027	0,00488	0,047	2,95682
22945	25	4	50	0,01	0,00296	0,01	0,00291	0,01	0,00261	0,057	1,58077
22946	25	4	60	0,013	0,00428	0,013	0,00384	0,013	0,00386	0,067	2,76421
22947	25	4	70	0,033	0,00358	0,033	0,00312	0,033	0,00318	0,103	2,82763
22948	25	4	80	0,163	0,00512	0,16	0,00433	0,087	0,00472	0,19	4,38882
22949	25	4	90	0,397	0,00337	0,373	0,00312	0,41	0,01238	0,373	5,88177
22950	25	4	10	0,007	0,0039	0,007	0,00422	0,007	0,00397	0,007	1,20161
22951	25	4	20	0,0	0,004	0,0	0,00442	0,0	0,00476	0,007	1,25271
22952	25	4	30	0,0	0,00376	0,0	0,00397	0,0	0,00403	0,023	1,57969
22953	25	4	40	0,007	0,00199	0,007	0,00197	0,007	0,00194	0,023	0,94366
22954	25	4	50	0,007	0,00259	0,007	0,00287	0,007	0,00272	0,037	2,13006
22955	25	4	60	0,003	0,00272	0,003	0,00288	0,003	0,00278	0,033	1,76925
22956	25	4	70	0,007	0,00224	0,007	0,00212	0,03	0,00255	0,033	2,96773
22957	25	4	80	0,203	0,00611	0,203	0,00611	0,173	0,00578	0,173	4,32054
22958	25	4	90	0,467	0,00474	0,463	0,00465	0,363	0,00845	0,403	5,10767
22959	25	4	10	0,0	0,00529	0,0	0,00535	0,0	0,0052	0,007	2,4647
22960	25	4	20	0,007	0,00281	0,007	0,00303	0,007	0,00267	0,01	1,31554
22961	25	4	30	0,007	0,00488	0,007	0,00477	0,007	0,00471	0,013	2,60924
22962	25	4	40	0,007	0,00393	0,007	0,00341	0,007	0,00327	0,02	2,30988
22963	25	4	50	0,01	0,00485	0,01	0,00437	0,01	0,00418	0,037	2,57171
22964	25	4	60	0,033	0,00341	0,033	0,00319	0,033	0,00305	0,08	2,91169
22965	25	4	70	0,1	0,0036	0,1	0,00332	0,07	0,00403	0,123	3,08561
22966	25	4	80	0,03	0,00239	0,03	0,00239	0,03	0,00224	0,077	2,59092
22967	25	4	90	0,557	0,00552	0,553	0,00552	0,353	0,00992	0,453	5,67496
22968	25	4	10	0,0	0,00675	0,0	0,00667	0,0	0,0068	0,0	5,74044
22969	25	4	20	0,003	0,00421	0,003	0,00375	0,003	0,0039	0,003	3,26662
22970	25	4	30	0,0	0,00551	0,0	0,00574	0,0	0,00582	0,003	4,72759
22971	25	4	40	0,003	0,00514	0,003	0,00522	0,003	0,00515	0,01	4,13103
22972	25	4	50	0,003	0,00516	0,003	0,00529	0,013	0,00589	0,007	4,61576
22973	25	4	60	0,0	0,0044	0,0	0,00422	0,0	0,00422	0,003	3,66471
22974	25	4	70	0,027	0,00432	0,027	0,00364	0,04	0,00462	0,013	3,51503
22975	25	4	80	0,263	0,00488	0,26	0,0047	0,227	0,00907	0,203	5,00112
22976	25	4	90	0,48	0,00384	0,48	0,00338	0,343	0,01323	0,433	5,06775
22977	25	4	10	0,0	0,0041	0,0	0,00438	0,0	0,00495	0,0	1,62026
22978	25	4	20	0,003	0,00399	0,003	0,00388	0,003	0,00421	0,01	2,19033
22979	25	4	30	0,003	0,00378	0,003	0,00361	0,003	0,00438	0,017	2,19129
22980	25	4	40	0,003	0,00318	0,003	0,0032	0,003	0,0036	0,023	2,03033
22981	25	4	50	0,003	0,00193	0,003	0,00173	0,003	0,00192	0,027	1,53558
22982	25	4	60	0,003	0,00273	0,003	0,00263	0,003	0,00274	0,017	2,31698
22983	25	4	70	0,123	0,0044	0,123	0,00406	0,09	0,00433	0,143	2,67929
22984	25	4	80	0,11	0,00395	0,11	0,00358	0,1	0,00474	0,15	2,95588
22985	25	4	90	0,46	0,00342	0,457	0,00313	0,34	0,01107	0,413	5,16548
22986	25	4	10	0,003	0,00545	0,003	0,00515	0,003	0,00538	0,017	0,87298
22987	25	4	20	0,003	0,00496	0,003	0,00471	0,003	0,00499	0,017	1,44713
22988	25	4	30	0,003	0,00435	0,003	0,00439	0,003	0,00456	0,02	1,83557
22989	25	4	40	0,003	0,00381	0,003	0,00384	0,003	0,00408	0,02	2,08205
22990	25	4	50	0,003	0,00426	0,02	0,00378	0,02	0,00428	0,047	2,16978
22991	25	4	60	0,007	0,00325	0,007	0,00301	0,007	0,00309	0,043	2,42355
22992	25	4	70	0,007	0,00286	0,007	0,00278	0,007	0,00281	0,05	2,41723
22993	25	4	80	0,17	0,00273	0,18	0,0027	0,117	0,00255	0,22	3,62668
22994	25	4	90	0,54	0,00358	0,537	0,00321	0,44	0,01695	0,47	7,08715
22995	25	4	10	0,0	0,00551	0,0	0,00603	0,0	0,00575	0,0	1,27157
22996	25	4	20	0,003	0,00536	0,003	0,00563	0,003	0,00541	0,007	1,48474
22997	25	4	30	0,0	0,00469	0,0	0,00496	0,0	0,00471	0,007	1,62576
22998	25	4	40	0,003	0,00293	0,003	0,00283	0,003	0,00269	0,013	1,77418
22999	25	4	50	0,023	0,00432	0,023	0,00434	0,017	0,00429	0,033	2,00017
23000	25	4	60	0,007	0,00334	0,007	0,00364	0,033	0,00407	0,017	2,02499
23001	25	4	70	0,047	0,00307	0,047	0,00283	0,08	0,00368	0,083	2,39037
23002	25	4	80	0,04	0,00293	0,04	0,00286	0,07	0,00427	0,067	1,79311
23003	25	4	90	0,34	0,00293	0,34	0,00293	0,3	0,01015	0,263	3,99855
23004	25	4	10	0,0	0,0049	0,0	0,00532	0,0	0,00504	0,0	2,87398
23005	25	4	20	0,007	0,0042	0,007	0,00459	0,007	0,00452	0,017	3,13812
23006	25	4	30	0,0	0,00292	0,0	0,0027	0,0	0,003	0,0	3,16123
23007	25	4	40	0,003	0,00356	0,003	0,00419	0,003	0,0036	0,023	2,93695
23008	25	4	50	0,013	0,00292	0,013	0,00313	0,037	0,00371	0,017	2,94246
23009	25	4	60	0,017	0,00281	0,017	0,00286	0,017	0,00275	0,053	2,84837
23010	25	4	70	0,023	0,00228	0,023	0,002	0,023	0,00204	0,067	2,75285
23011	25	4	80	0,093	0,00266	0,093	0,00254	0,07	0,00271	0,117	3,61329
23012	25	4	90	0,403	0,00213	0,403	0,00198	0,27	0,00697	0,313	3,46453
23013	25	4	10	0,0	0,00516	0,0	0,00427	0,0	0,00449	0,007	1,1177
23014	25	4	20	0,003	0,00743	0,003	0,00669	0,003	0,00707	0,017	1,96452
23015	25	4	30	0,013	0,00796	0,013	0,00685	0,013	0,0073	0,033	2,23777
23016	25	4	40	0,023	0,00608	0,023	0,00521	0,01	0,00551	0,04	2,41726
23017	25	4	50	0,003	0,00359	0,003	0,00328	0,003	0,00326	0,037	2,87199
23018	25	4	60	0,037	0,00574	0,037	0,00522	0,043	0,0058	0,077	2,01899
23019	25	4	70	0,143	0,00484	0,143	0,00382	0,09	0,00472	0,153	3,07444
23020	25	4	80	0,183	0,00488	0,18	0,00428	0,143	0,00533	0,193	4,87147
23021	25	4	90	0,473	0,00418	0,473	0,00377	0,417	0,01551	0,45	7,76377
23022	25	4	10	0,0	0,00548	0,0	0,0057	0,0	0,00556	0,0	1,52894
23023	25	4	20	0,0	0,00528	0,0	0,00543	0,0	0,00536	0,0	1,85413
23024	25	4	30	0,003	0,00465	0,0	0,00484	0,003	0,00498	0,01	2,01238
23025	25	4	40	0,007	0,00419	0,007	0,00416	0,007	0,0042	0,01	2,04641
23026	25	4	50	0,007	0,00385	0,007	0,00437	0,007	0,00397	0,0	2,11239
23027	25	4	60	0,01	0,00339	0,01	0,00331	0,01	0,00328	0,017	2,30725
23028	25	4	70	0,08	0,00329	0,08	0,00353	0,1	0,00336	0,11	2,97569
23029	25	4	80	0,213	0,00416	0,213	0,00387	0,227	0,00578	0,25	3,94394
23030	25	4	90	0,37	0,00395	0,353	0,00383	0,32	0,00779	0,303	4,13253
23031	25	4	10	0,0	0,00532	0,0	0,00551	0,0	0,00551	0,0	4,36357
23032	25	4	20	0,0	0,00507	0,0	0,00542	0,0	0,00498	0,0	4,09014
23033	25	4	30	0,0	0,00497	0,0	0,00496	0,0	0,00538	0,0	3,63111
23034	25	4	40	0,0	0,00409	0,0	0,00428	0,0	0,00416	0,003	3,54302
23035	25	4	50	0,0	0,00275	0,0	0,0028	0,0	0,00263	0,0	2,9046
23036	25	4	60	0,0	0,00346	0,0	0,00351	0,0	0,00365	0,007	2,19792
23037	25	4	70	0,1	0,00275	0,1	0,00278	0,057	0,00293	0,053	3,14868
23038	25	4	80	0,103	0,00508	0,103	0,00506	0,137	0,00621	0,143	4,81522
23039	25	4	90	0,427	0,00326	0,427	0,0034	0,337	0,00799	0,287	3,86861
23040	25	4	10	0,0	0,00542	0,0	0,00569	0,0	0,00576	0,0	1,35861
23041	25	4	20	0,003	0,00308	0,003	0,00292	0,003	0,00277	0,003	0,89489
