	Nodes	Option	RandomAvg_Sym_Diff	RandomAvg_Duration_(sek)	GreedyAvg_Sym_Diff	GreedyAvg_Duration_(sek)	GreedySum_Sym_Diff	GreedySum_Duration_(sek)	LouvainAvg_Sym_Diff	LouvainAvg_Duration_(sek)	LouvainAvgMod_Sym_Diff	LouvainAvgMod_Duration_(sek)	LeidenAvg_1_1_Sym_Diff	LeidenAvg_1_1_Duration_(sek)	LeidenAvgMod_1_1_Sym_Diff	LeidenAvgMod_1_1_Duration_(sek)	LeidenAvg_1_7_001_Sym_Diff	LeidenAvg_1_7_001_Duration_(sek)	LeidenAvgMod_1_7_001_Sym_Diff	LeidenAvgMod_1_7_001_Duration_(sek)	GreedyAvg_med_Sym_Diff	GreedyAvg_med_Duration_(sek)	GreedySum_med_Sym_Diff	GreedySum_med_Duration_(sek)	LouvainAvg_med_Sym_Diff	LouvainAvg_med_Duration_(sek)	LouvainAvgMod_med_Sym_Diff	LouvainAvgMod_med_Duration_(sek)	LeidenAvg_1_1_med_Sym_Diff	LeidenAvg_1_1_med_Duration_(sek)	LeidenAvg_1_7_001_med_Sym_Diff	LeidenAvg_1_7_001_med_Duration_(sek)
19	10	0	0,489	0,0011	0,089	0,00713	0,089	0,00656	0,0	0,07636	0,533	0,11186	0,0	0,07919	0,533	0,14713	0,0	0,07959	0,311	0,15177	0,089	0,00504	0,089	0,00598	0,0	0,0763	0,533	0,11076	0,0	0,07644	0,0	0,08018
20	10	0	0,0	0,00119	0,0	0,00681	0,0	0,00727	0,0	0,09939	0,0	0,11117	0,0	0,10482	0,0	0,15116	0,0	0,10004	0,0	0,155	0,0	0,00838	0,0	0,00755	0,0	0,09808	0,0	0,11058	0,0	0,11491	0,0	0,12096
21	10	0	0,0	0,00115	0,0	0,00605	0,0	0,00626	0,0	0,07918	0,0	0,11953	0,0	0,09547	0,0	0,13786	0,0	0,08918	0,0	0,14875	0,0	0,00553	0,0	0,00599	0,0	0,07869	0,0	0,1186	0,0	0,0937	0,0	0,08922
22	10	0	0,378	0,00112	0,378	0,00896	0,378	0,00614	0,0	0,10109	0,022	0,12678	0,0	0,12026	0,022	0,14357	0,0	0,10534	0,022	0,15038	0,378	0,00953	0,378	0,00599	0,0	0,10073	0,022	0,12662	0,0	0,11884	0,0	0,10846
23	10	0	0,0	0,00122	0,0	0,00672	0,0	0,00609	0,0	0,07387	0,0	0,10953	0,0	0,06617	0,0	0,12613	0,0	0,0462	0,0	0,08788	0,0	0,00357	0,0	0,00362	0,0	0,04286	0,0	0,09486	0,0	0,07672	0,0	0,05263
24	10	0	0,2	0,00116	0,2	0,00696	0,2	0,00644	0,2	0,08499	0,2	0,12354	0,2	0,09816	0,2	0,15028	0,2	0,08915	0,2	0,14379	0,2	0,00738	0,2	0,0062	0,2	0,08451	0,2	0,12406	0,2	0,08837	0,2	0,09436
25	10	0	0,0	0,00121	0,0	0,00758	0,0	0,00549	0,0	0,07431	0,0	0,11068	0,0	0,07522	0,0	0,14601	0,0	0,0785	0,0	0,14835	0,0	0,00635	0,0	0,00543	0,0	0,07394	0,0	0,1109	0,0	0,07712	0,0	0,07896
26	10	0	0,533	0,00064	0,0	0,00334	0,0	0,00319	0,0	0,04862	0,333	0,10874	0,0	0,07586	0,444	0,12743	0,0	0,04699	0,333	0,08586	0,2	0,0044	0,0	0,00375	0,0	0,0449	0,333	0,08922	0,0	0,07512	0,0	0,047
27	10	0	0,2	0,00116	0,2	0,00678	0,2	0,0054	0,2	0,13515	0,2	0,10851	0,2	0,15952	0,2	0,14148	0,2	0,16638	0,2	0,14433	0,2	0,00586	0,2	0,00633	0,2	0,1351	0,2	0,1082	0,2	0,18028	0,2	0,1712
28	10	0	0,0	0,00107	0,0	0,00632	0,0	0,00637	0,0	0,09857	0,0	0,12385	0,0	0,11853	0,0	0,14823	0,0	0,12239	0,0	0,14818	0,0	0,00645	0,0	0,0059	0,0	0,09876	0,0	0,12407	0,0	0,12806	0,0	0,1203
29	10	0	0,356	0,00109	0,0	0,00647	0,356	0,00712	0,0	0,11011	0,356	0,12074	0,0	0,11827	0,356	0,14666	0,0	0,11827	0,356	0,14832	0,356	0,00829	0,356	0,00724	0,0	0,11098	0,356	0,12137	0,0	0,1175	0,0	0,11751
30	10	0	0,689	0,00071	0,0	0,00299	0,0	0,0038	0,0	0,0376	0,222	0,1047	0,0	0,08129	0,222	0,0921	0,0	0,0468	0,4	0,10092	0,0	0,00304	0,0	0,00307	0,0	0,03772	0,222	0,13873	0,0	0,05343	0,0	0,04547
31	10	0	0,622	0,00101	0,0	0,00413	0,0	0,0032	0,0	0,03767	0,289	0,08698	0,0	0,07711	0,267	0,09319	0,0	0,04448	0,222	0,09658	0,0	0,00494	0,0	0,00622	0,0	0,06274	0,289	0,12512	0,0	0,05498	0,0	0,04434
32	10	0	0,2	0,00113	0,2	0,00761	0,2	0,0063	0,0	0,13357	0,2	0,11515	0,0	0,16644	0,2	0,1383	0,0	0,13668	0,2	0,14147	0,2	0,00553	0,2	0,00575	0,0	0,13121	0,2	0,11686	0,0	0,14088	0,0	0,13727
33	10	0	0,2	0,00122	0,2	0,00742	0,2	0,00695	0,2	0,09653	0,0	0,12005	0,0	0,16012	0,0	0,14694	0,0	0,15743	0,0	0,155	0,0	0,00805	0,2	0,00634	0,2	0,09691	0,0	0,12171	0,0	0,13517	0,0	0,1462
34	10	0	0,378	0,00135	0,378	0,00697	0,378	0,00715	0,0	0,08432	0,022	0,11858	0,0	0,11828	0,022	0,14376	0,0	0,10056	0,022	0,14499	0,0	0,04966	0,378	0,00601	0,0	0,08587	0,022	0,11805	0,0	0,1011	0,0	0,09609
35	10	0	0,356	0,00125	0,356	0,00674	0,356	0,00675	0,0	0,09853	0,356	0,11599	0,0	0,10596	0,356	0,15114	0,0	0,15416	0,356	0,13968	0,356	0,00579	0,356	0,00535	0,0	0,09952	0,356	0,11597	0,0	0,09954	0,0	0,11158
36	10	0	0,378	0,00123	0,378	0,00936	0,378	0,00641	0,0	0,08848	0,378	0,11048	0,0	0,1017	0,378	0,13769	0,0	0,11	0,378	0,14771	0,378	0,00697	0,378	0,00598	0,0	0,08915	0,378	0,11073	0,0	0,0966	0,0	0,11314
37	10	0	0,2	0,00122	0,2	0,00719	0,2	0,00717	0,0	0,13674	0,2	0,12955	0,0	0,16876	0,2	0,14779	0,0	0,15947	0,2	0,14329	0,2	0,00776	0,2	0,00685	0,0	0,13656	0,2	0,13045	0,0	0,17347	0,0	0,1773
38	10	0	0,0	0,00111	0,0	0,00561	0,0	0,00713	0,0	0,07377	0,0	0,12273	0,0	0,0742	0,0	0,14295	0,0	0,08059	0,0	0,15429	0,0	0,0073	0,0	0,00757	0,0	0,07515	0,0	0,12387	0,0	0,07897	0,0	0,08006
39	10	0	0,0	0,00123	0,0	0,0072	0,0	0,00627	0,0	0,07115	0,0	0,11875	0,0	0,07931	0,0	0,14308	0,0	0,07308	0,0	0,14377	0,0	0,00643	0,0	0,00648	0,0	0,07055	0,0	0,11941	0,0	0,07602	0,0	0,0756
40	10	0	0,0	0,00117	0,0	0,00848	0,0	0,00851	0,0	0,12863	0,0	0,11553	0,0	0,15417	0,0	0,14548	0,0	0,16216	0,0	0,1493	0,0	0,00579	0,0	0,00627	0,0	0,13028	0,0	0,11625	0,0	0,1636	0,0	0,15473
41	10	0	0,4	0,00109	0,0	0,00597	0,222	0,00688	0,0	0,08993	0,467	0,1029	0,0	0,11567	0,467	0,1064	0,0	0,11708	0,467	0,14779	0,467	0,00609	0,222	0,00717	0,0	0,09305	0,467	0,10501	0,0	0,11631	0,0	0,07735
42	10	0	0,0	0,00113	0,0	0,00544	0,0	0,00534	0,0	0,08813	0,0	0,16602	0,0	0,09465	0,0	0,14622	0,0	0,09567	0,0	0,15029	0,0	0,00536	0,0	0,00643	0,0	0,08775	0,0	0,11675	0,0	0,09307	0,0	0,09368
43	10	0	0,378	0,00122	0,378	0,00651	0,378	0,00815	0,0	0,07654	0,378	0,11561	0,0	0,09693	0,378	0,14728	0,0	0,10049	0,378	0,14441	0,378	0,0079	0,378	0,00714	0,0	0,07681	0,378	0,11609	0,0	0,1029	0,0	0,09472
44	10	0	0,533	0,0007	0,0	0,00286	0,156	0,00386	0,0	0,07244	0,533	0,1262	0,0	0,10432	0,533	0,15565	0,0	0,10435	0,533	0,15379	0,044	0,0068	0,156	0,00671	0,0	0,09049	0,533	0,13487	0,0	0,11071	0,0	0,10552
45	10	0	0,6	0,00115	0,0	0,00665	0,044	0,00605	0,133	0,12657	0,133	0,13037	0,133	0,0961	0,378	0,15416	0,133	0,097	0,133	0,14629	0,133	0,00738	0,044	0,00694	0,133	0,09042	0,133	0,13083	0,133	0,09726	0,133	0,09998
46	10	0	0,356	0,00066	0,0	0,00411	0,356	0,0035	0,0	0,0525	0,356	0,06459	0,0	0,05754	0,356	0,13365	0,0	0,0601	0,356	0,09396	0,356	0,00324	0,356	0,00333	0,0	0,05367	0,356	0,06508	0,0	0,06349	0,0	0,08896
47	10	0	0,467	0,00128	0,178	0,00683	0,178	0,0074	0,0	0,07693	0,067	0,12737	0,0	0,09175	0,067	0,1642	0,0	0,08909	0,222	0,17	0,0	0,0062	0,178	0,00754	0,0	0,07618	0,067	0,13316	0,0	0,09703	0,0	0,0941
48	10	0	0,0	0,00119	0,0	0,00672	0,0	0,00683	0,0	0,0726	0,0	0,12261	0,0	0,08311	0,0	0,15774	0,0	0,08365	0,0	0,1626	0,0	0,00685	0,0	0,00696	0,0	0,07131	0,0	0,12664	0,0	0,0855	0,0	0,08893
49	10	0	0,356	0,00109	0,356	0,00538	0,356	0,00599	0,2	0,14498	0,356	0,12265	0,2	0,18191	0,356	0,15531	0,2	0,17306	0,356	0,1541	0,356	0,00654	0,356	0,00695	0,2	0,15192	0,356	0,12945	0,2	0,18738	0,2	0,17271
50	10	0	0,2	0,00112	0,2	0,00872	0,2	0,00677	0,0	0,09485	0,0	0,12651	0,0	0,1178	0,0	0,16375	0,0	0,11229	0,0	0,16322	0,2	0,00683	0,2	0,0072	0,0	0,09913	0,0	0,13268	0,0	0,1265	0,0	0,12595
51	10	0	0,0	0,00112	0,0	0,00517	0,0	0,00671	0,0	0,08652	0,0	0,1219	0,0	0,10152	0,0	0,15868	0,0	0,0957	0,0	0,1652	0,0	0,00709	0,0	0,00563	0,0	0,09019	0,0	0,1283	0,0	0,10302	0,0	0,10265
52	10	0	0,511	0,00139	0,511	0,00768	0,178	0,00627	0,0	0,07477	0,356	0,115	0,0	0,07963	0,356	0,16784	0,0	0,08415	0,356	0,15596	0,511	0,00949	0,178	0,00611	0,0	0,07817	0,356	0,12011	0,0	0,08775	0,0	0,08706
53	10	0	0,0	0,00142	0,0	0,00578	0,0	0,00679	0,0	0,0703	0,0	0,12399	0,0	0,07745	0,0	0,15285	0,0	0,07836	0,0	0,16507	0,0	0,00528	0,0	0,00709	0,0	0,0734	0,0	0,13045	0,0	0,08311	0,0	0,0818
54	10	0	0,378	0,00067	0,378	0,00469	0,378	0,00341	0,0	0,06635	0,2	0,07404	0,0	0,07759	0,2	0,11	0,0	0,07977	0,2	0,09226	0,378	0,00749	0,378	0,00398	0,0	0,06977	0,2	0,07773	0,0	0,08813	0,0	0,08227
55	10	0	0,378	0,00113	0,111	0,00562	0,2	0,0068	0,0	0,11599	0,133	0,12103	0,0	0,12439	0,133	0,13408	0,0	0,13956	0,489	0,15477	0,089	0,00698	0,2	0,00781	0,0	0,12337	0,133	0,13114	0,0	0,12747	0,0	0,13756
56	10	0	0,0	0,0011	0,0	0,00547	0,0	0,00728	0,0	0,16111	0,0	0,11309	0,0	0,17909	0,0	0,15631	0,0	0,16988	0,0	0,16196	0,0	0,00735	0,0	0,00911	0,0	0,17366	0,0	0,12168	0,0	0,17695	0,0	0,17637
57	10	0	0,0	0,00116	0,0	0,00727	0,0	0,00786	0,0	0,12608	0,0	0,10845	0,0	0,144	0,0	0,16368	0,0	0,14435	0,0	0,16512	0,0	0,00735	0,0	0,00732	0,0	0,13539	0,0	0,116	0,0	0,13634	0,0	0,13109
58	10	0	0,2	0,0012	0,2	0,00766	0,2	0,00666	0,0	0,1064	0,0	0,11473	0,0	0,13545	0,0	0,15703	0,0	0,13398	0,0	0,15091	0,2	0,00731	0,2	0,00697	0,0	0,11342	0,0	0,12244	0,0	0,14711	0,0	0,1394
59	10	0	0,578	0,00112	0,222	0,00577	0,222	0,00726	0,2	0,07796	0,311	0,12878	0,2	0,1027	0,2	0,16736	0,2	0,08934	0,067	0,17665	0,222	0,00593	0,222	0,00664	0,2	0,08306	0,311	0,13789	0,2	0,09928	0,2	0,09174
60	10	0	0,0	0,00116	0,0	0,00589	0,0	0,00604	0,0	0,10945	0,0	0,13719	0,0	0,13007	0,0	0,1724	0,0	0,12787	0,0	0,17967	0,0	0,00662	0,0	0,00673	0,0	0,12084	0,0	0,14467	0,0	0,1309	0,0	0,13659
61	10	0	0,378	0,00119	0,378	0,00702	0,378	0,00614	0,0	0,09393	0,022	0,12533	0,0	0,10828	0,022	0,15535	0,0	0,11082	0,2	0,1571	0,378	0,00861	0,378	0,00724	0,0	0,10076	0,022	0,12784	0,0	0,10706	0,0	0,10903
62	10	0	0,356	0,0007	0,156	0,00466	0,356	0,00385	0,0	0,07181	0,022	0,07037	0,0	0,09515	0,2	0,09262	0,0	0,07877	0,022	0,10335	0,156	0,006	0,356	0,00563	0,0	0,10748	0,022	0,07469	0,0	0,1319	0,0	0,08779
63	10	0	0,0	0,00117	0,0	0,00703	0,0	0,00756	0,0	0,07974	0,0	0,12667	0,0	0,10063	0,0	0,15837	0,0	0,13184	0,0	0,14299	0,0	0,00664	0,0	0,00688	0,0	0,08017	0,0	0,12685	0,0	0,10237	0,0	0,13217
64	10	0	0,489	0,00116	0,133	0,00608	0,178	0,00596	0,0	0,08548	0,511	0,12499	0,0	0,10288	0,511	0,14438	0,0	0,09885	0,511	0,15944	0,0	0,00657	0,178	0,00741	0,0	0,08623	0,511	0,12587	0,0	0,10094	0,0	0,09863
65	10	0	0,0	0,00126	0,0	0,00683	0,0	0,00702	0,0	0,13305	0,0	0,12919	0,0	0,13976	0,0	0,17383	0,0	0,13334	0,0	0,1605	0,0	0,00813	0,0	0,00808	0,0	0,13391	0,0	0,12981	0,0	0,13803	0,0	0,15112
66	10	0	0,0	0,00121	0,0	0,0059	0,0	0,00779	0,0	0,08694	0,0	0,13653	0,0	0,09359	0,0	0,16436	0,0	0,09075	0,0	0,1644	0,0	0,00622	0,0	0,00733	0,0	0,08788	0,0	0,136	0,0	0,09311	0,0	0,09399
67	10	0	0,2	0,00121	0,2	0,00706	0,2	0,00624	0,0	0,11429	0,0	0,11863	0,0	0,17334	0,0	0,15532	0,0	0,13755	0,0	0,09564	0,2	0,00936	0,2	0,00791	0,0	0,11301	0,0	0,11897	0,0	0,1335	0,0	0,16826
68	10	0	0,511	0,00128	0,133	0,00556	0,178	0,00584	0,0	0,09143	0,067	0,12475	0,0	0,10161	0,067	0,15241	0,0	0,1019	0,067	0,15461	0,0	0,00664	0,222	0,00675	0,0	0,09033	0,067	0,1245	0,0	0,09538	0,0	0,09749
69	10	0	0,0	0,00125	0,0	0,00533	0,0	0,00724	0,0	0,08207	0,0	0,12438	0,0	0,08688	0,0	0,16337	0,0	0,08763	0,0	0,16072	0,0	0,00758	0,0	0,00684	0,0	0,08236	0,0	0,12526	0,0	0,08487	0,0	0,08998
70	10	0	0,2	0,00125	0,2	0,00892	0,2	0,00853	0,0	0,12959	0,0	0,08716	0,0	0,15226	0,0	0,15335	0,0	0,11708	0,0	0,1505	0,2	0,0079	0,2	0,00738	0,0	0,16141	0,0	0,12449	0,0	0,135	0,0	0,18227
71	10	0	0,467	0,00132	0,133	0,00661	0,222	0,00773	0,0	0,09744	0,067	0,14052	0,0	0,1096	0,067	0,16187	0,0	0,11133	0,067	0,16419	0,133	0,00615	0,178	0,00773	0,0	0,09751	0,067	0,14001	0,0	0,1074	0,0	0,10592
72	10	0	0,422	0,00126	0,0	0,00705	0,156	0,00735	0,0	0,07384	0,133	0,12489	0,0	0,08886	0,4	0,1606	0,0	0,08106	0,267	0,15693	0,0	0,00577	0,0	0,00683	0,0	0,07261	0,133	0,12434	0,0	0,08875	0,0	0,08658
73	10	0	0,378	0,00157	0,378	0,00635	0,378	0,00692	0,2	0,13315	0,378	0,13299	0,2	0,13817	0,378	0,16504	0,2	0,14013	0,378	0,16161	0,378	0,00779	0,378	0,0086	0,2	0,1342	0,378	0,13359	0,2	0,13207	0,2	0,15497
74	10	0	0,0	0,00114	0,0	0,00593	0,0	0,00738	0,0	0,12477	0,0	0,1298	0,0	0,13084	0,0	0,16375	0,0	0,13155	0,0	0,16687	0,0	0,00691	0,0	0,00689	0,0	0,12647	0,0	0,13073	0,0	0,1361	0,0	0,13343
75	10	0	0,533	0,00129	0,178	0,00596	0,178	0,00627	0,0	0,09639	0,533	0,13058	0,0	0,10101	0,533	0,17435	0,0	0,10306	0,533	0,15963	0,178	0,00679	0,178	0,0078	0,0	0,09692	0,533	0,12606	0,0	0,09965	0,0	0,10121
76	10	0	0,2	0,00149	0,2	0,00711	0,2	0,00627	0,0	0,10146	0,0	0,13232	0,0	0,1231	0,2	0,15019	0,0	0,11969	0,2	0,16454	0,2	0,00694	0,2	0,0071	0,0	0,1016	0,0	0,13117	0,0	0,12551	0,0	0,11719
77	10	0	0,489	0,00073	0,222	0,00359	0,356	0,00386	0,0	0,07408	0,222	0,07124	0,0	0,07163	0,133	0,17219	0,0	0,07378	0,222	0,15456	0,0	0,00446	0,356	0,00451	0,0	0,05413	0,222	0,09438	0,0	0,11717	0,0	0,12433
78	10	0	0,0	0,00123	0,0	0,00764	0,0	0,00737	0,0	0,1441	0,0	0,12754	0,0	0,16397	0,0	0,17032	0,0	0,16117	0,0	0,1713	0,0	0,00696	0,0	0,00603	0,0	0,14433	0,0	0,12746	0,0	0,1265	0,0	0,15973
79	10	0	0,511	0,0012	0,0	0,00699	0,0	0,00773	0,0	0,08493	0,244	0,14447	0,0	0,09958	0,244	0,16811	0,0	0,09688	0,2	0,13869	0,0	0,00659	0,0	0,00677	0,0	0,08437	0,244	0,14379	0,0	0,09652	0,0	0,09666
80	10	0	0,644	0,00129	0,0	0,00667	0,0	0,0073	0,0	0,07619	0,533	0,138	0,0	0,09454	0,133	0,15496	0,0	0,09515	0,133	0,15677	0,156	0,00605	0,0	0,00653	0,0	0,0762	0,533	0,13782	0,0	0,09246	0,0	0,0919
81	10	0	0,0	0,00126	0,0	0,00682	0,0	0,0077	0,0	0,10689	0,0	0,13069	0,0	0,09818	0,0	0,16044	0,0	0,09904	0,0	0,1513	0,0	0,00556	0,0	0,00821	0,0	0,10468	0,0	0,12586	0,0	0,09957	0,0	0,09445
82	10	0	0,378	0,00076	0,156	0,00382	0,378	0,0039	0,0	0,05725	0,378	0,07338	0,0	0,07665	0,378	0,14875	0,0	0,07441	0,378	0,15563	0,378	0,0047	0,378	0,00379	0,0	0,08052	0,378	0,12567	0,0	0,11594	0,0	0,12455
83	10	0	0,0	0,0013	0,0	0,0058	0,0	0,00773	0,0	0,10542	0,0	0,12994	0,0	0,12084	0,0	0,16284	0,0	0,11646	0,0	0,16054	0,0	0,00662	0,0	0,00656	0,0	0,10543	0,0	0,13062	0,0	0,12002	0,0	0,12042
84	10	0	0,467	0,00123	0,0	0,00479	0,178	0,00756	0,0	0,1048	0,511	0,1248	0,0	0,11115	0,511	0,16734	0,0	0,11126	0,511	0,16316	0,0	0,00737	0,178	0,00712	0,0	0,10575	0,511	0,12496	0,0	0,11288	0,0	0,12167
85	10	0	0,2	0,00127	0,2	0,00767	0,2	0,00728	0,2	0,13209	0,2	0,12763	0,2	0,15281	0,2	0,16338	0,2	0,15408	0,2	0,1551	0,2	0,0067	0,2	0,00632	0,2	0,13216	0,2	0,12737	0,2	0,15262	0,2	0,16513
86	10	0	0,356	0,00123	0,0	0,00807	0,356	0,00702	0,0	0,11202	0,356	0,14387	0,0	0,12291	0,356	0,16801	0,0	0,13058	0,356	0,1589	0,0	0,00742	0,356	0,00752	0,0	0,11038	0,356	0,14327	0,0	0,12937	0,0	0,13277
87	10	0	0,378	0,00127	0,378	0,00747	0,378	0,00711	0,378	0,09338	0,378	0,07497	0,378	0,11434	0,378	0,10135	0,378	0,18136	0,378	0,14022	0,378	0,0077	0,378	0,00884	0,378	0,12569	0,378	0,12807	0,378	0,14929	0,378	0,09354
88	10	0	0,0	0,00123	0,0	0,00575	0,0	0,00733	0,0	0,08807	0,0	0,13448	0,0	0,09577	0,0	0,16216	0,0	0,1389	0,0	0,12436	0,0	0,00748	0,0	0,00679	0,0	0,08803	0,0	0,13537	0,0	0,13954	0,0	0,09469
89	10	0	0,356	0,00128	0,356	0,00626	0,356	0,00659	0,0	0,11311	0,2	0,13416	0,0	0,11231	0,2	0,16463	0,0	0,11167	0,2	0,16197	0,356	0,00837	0,356	0,00658	0,0	0,11402	0,2	0,12872	0,0	0,11978	0,0	0,10955
